Code,Long_Code,Topic
WB_4179,WB_4179_RURAL_ACCESS_INDEX,Rural Access Index
WB_418,WB_418_CORPORATE_GOVERNANCE_FOR_CAPITAL_MARKETS,Corporate Governance for Capital Markets
WB_4180,WB_4180_LOW_VOLUME_ROADS,Low Volume Roads
WB_4182,WB_4182_URBAN_MOBILITY,Urban Mobility
WB_4183,WB_4183_NATURAL_DISASTER_RESPONSE_KIT,Natural Disaster Response Kit
WB_4184,WB_4184_CLIMATE_RESILIENCE,Climate Resilience
WB_4185,WB_4185_POLICIES_AND_PLANS_ADDRESSING_CLIMATE_CHANGE,Policies and Plans Addressing Climate Change
WB_4186,WB_4186_SLOPE_INSTABILITY,Slope Instability
WB_4187,WB_4187_SLOPE_MAINTENANCE_AND_DESIGN_IMPROVEMENT,Slope Maintenance and Design Improvement
WB_4188,WB_4188_AVIATION_SAFETY,Aviation Safety
WB_4189,WB_4189_MARITIME_SAFETY,Maritime Safety
WB_419,WB_419_CORPORATE_GOVERNANCE_OF_FINANCIAL_INSTITUTIONS,Corporate Governance of Financial Institutions
WB_4190,WB_4190_TRANSPORT_HEALTH_IMPACTS,Transport Health Impacts
WB_4191,WB_4191_ROAD_INJURY,Road Injury
WB_4193,WB_4193_ROAD_GOVERNANCE,Road Governance
WB_4194,WB_4194_TRANSPORT_SAFETY_LAWS,Transport Safety Laws
WB_4195,WB_4195_TRANSPORT_SECTOR_REFORM,Transport Sector Reform
WB_4196,WB_4196_SAFEGUARDS_IN_TRANSPORT_GOVERNANCE,Safeguards in Transport Governance
WB_4197,WB_4197_GOVERNANCE_OF_ROAD_AUTHORITIES,Governance of Road Authorities
WB_4198,WB_4198_EMERGING_TRANSPORT_TECHNOLOGIES,Emerging Transport Technologies
WB_4199,WB_4199_DRIVERLESS_CARS,Driverless Cars
WB_420,WB_420_CORPORATE_GOVERNANCE_OF_STATE-OWNED_ENTERPRISES,Corporate Governance of State-Owned Enterprises
WB_4200,WB_4200_DRONES,Drones
WB_4201,WB_4201_SIGNAL_PHASING,Signal Phasing
WB_4202,WB_4202_CLIMATE_CHANGE_ADAPTATION_IN_RURAL_AREAS,Climate Change Adaptation in Rural Areas
WB_4203,WB_4203_GENDER_AND_RURAL_DEVELOPMENT,Gender and Rural Development
WB_4204,WB_4204_ROAD_SAFETY_AND_INTELLIGENT_TRANSPORT_SYSTEMS,Road Safety and Intelligent Transport Systems
WB_4205,WB_4205_TIME_AND_MATERIAL_TRANSPORT_CONTRACT,Time and Material Transport Contract
WB_4206,WB_4206_STIPULATED_PRICE_TRANSPORT_CONTRACT,Stipulated Price Transport Contract
WB_4207,WB_4207_COST_REIMBURSEMENT_TRANSPORT_CONTRACT,Cost Reimbursement Transport Contract
WB_4208,WB_4208_OUTPUT-_AND_PERFORMANCE-BASED_ROAD_CONTRACTS,Output- and Performance-Based Road Contracts
WB_4209,WB_4209_CONTRACT_PROCUREMENT_IN_TRANSPORT,Contract Procurement in Transport
WB_421,WB_421_SOCIAL_INCLUSION,Social Inclusion
WB_4210,WB_4210_SAFEGUARDS_IN_TRANSPORT_CONTRACTS,Safeguards in Transport Contracts
WB_4211,WB_4211_AXLE_LOADS,Axle Loads
WB_4212,WB_4212_VEHICLE_SPEED_ENFORCEMENT_POLICY,Vehicle Speed Enforcement Policy
WB_4213,WB_4213_TRAFFIC_VOLUME,Traffic Volume
WB_422,WB_422_UNIVERSAL_ACCESS_IN_TRANSPORT,Universal Access in Transport
WB_423,WB_423_INTEGRATED_URBAN_WATER_MANAGEMENT,Integrated Urban Water Management
WB_427,WB_427_WATER_ALLOCATION_AND_WATER_ECONOMICS,Water Allocation and Water Economics
WB_433,WB_433_GENDER_AND_AGRICULTURE,Gender and Agriculture
WB_435,WB_435_AGRICULTURE_AND_FOOD_SECURITY,Agriculture and Food Security
WB_436,WB_436_FORESTRY,Forestry
WB_438,WB_438_COMMUNITY_DRIVEN_DEVELOPMENT_AND_LIVELIHOODS,Community Driven Development and Livelihoods
WB_439,WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES,Macroeconomic and Structural Policies
WB_440,WB_440_MACROECONOMIC_MONITORING,Macroeconomic Monitoring
WB_441,WB_441_BALANCE_OF_PAYMENTS,Balance of Payments
WB_442,WB_442_INFLATION,Inflation
WB_444,WB_444_MONETARY_POLICY,Monetary Policy
WB_445,WB_445_FISCAL_POLICY,Fiscal Policy
WB_446,WB_446_FISCAL_POLICY_AND_CRISIS_RESPONSES,Fiscal Policy and Crisis Responses
WB_447,WB_447_FISCAL_ASPECTS_OF_CLIMATE_CHANGE,Fiscal Aspects of Climate Change
WB_448,WB_448_FISCAL_ASPECTS_OF_GREEN_GROWTH,Fiscal Aspects of Green Growth
WB_449,WB_449_FISCAL_RISKS,Fiscal Risks
WB_450,WB_450_DEBT,Debt
WB_451,WB_451_DEBT_MANAGEMENT,Debt Management
WB_452,WB_452_DEBT_RELIEF,Debt Relief
WB_453,WB_453_HEAVILY_INDEBTED_POOR_COUNTRIES,Heavily Indebted Poor Countries
WB_454,WB_454_DEBT_RESTRUCTURING,Debt Restructuring
WB_455,WB_455_COMMERCIAL_DEBT_REDUCTION,Commercial Debt Reduction
WB_456,WB_456_DEBT_AND_FISCAL_SUSTAINABILITY,Debt and Fiscal Sustainability
WB_457,WB_457_SUBNATIONAL_DEBT_AND_FINANCE,Subnational Debt and Finance
WB_460,WB_460_INNOVATION_AND_GROWTH,Innovation and Growth
WB_462,WB_462_GROWTH_AND_LAGGING_REGIONS,Growth and Lagging Regions
WB_464,WB_464_GROWTH_IN_FRAGILE_AND_CONFLICT_STATES,Growth in Fragile and Conflict States
WB_466,WB_466_TRADE_AND_GROWTH,Trade and Growth
WB_467,WB_467_GROWTH_ANALYTICS,Growth Analytics
WB_470,WB_470_EDUCATION,Education
WB_471,WB_471_ECONOMIC_GROWTH,Economic Growth
WB_473,WB_473_GROWTH_DIAGNOSTICS,Growth Diagnostics
WB_475,WB_475_JOBS_AND_GROWTH,Jobs and Growth
WB_476,WB_476_GREEN_GROWTH,Green Growth
WB_477,WB_477_INCLUSIVE_GROWTH,Inclusive Growth
WB_478,WB_478_LEVELS_OF_EDUCATION,Levels of Education
WB_479,WB_479_EARLY_CHILD_DEVELOPMENT,Early Child Development
WB_480,WB_480_PRIMARY_EDUCATION,Primary Education
WB_481,WB_481_SECONDARY_EDUCATION,Secondary Education
WB_482,WB_482_TERTIARY_EDUCATION,Tertiary Education
WB_483,WB_483_VOCATIONAL_EDUCATION_AND_TRAINING,Vocational Education and Training
WB_484,WB_484_LIFELONG_LEARNING,Lifelong Learning
WB_485,WB_485_EDUCATION_FOR_VULNERABLE_AND_DISADVANTAGED_GROUPS,Education for Vulnerable and Disadvantaged Groups
WB_491,WB_491_QUALITY_OF_EDUCATION,Quality of Education
WB_494,WB_494_EDUCATION_AND_ICT,Education and ICT
WB_498,WB_498_EDUCATION_FINANCE,Education Finance
WB_500,WB_500_PUBLIC_EXPENDITURE_FOR_EDUCATION,Public Expenditure for Education
WB_503,WB_503_SCHOOL_HEALTH,School Health
WB_507,WB_507_ENERGY_AND_EXTRACTIVES,Energy and Extractives
WB_508,WB_508_POWER_SYSTEMS,Power Systems
WB_509,WB_509_NUCLEAR_ENERGY,Nuclear Energy
WB_510,WB_510_POWER_TRANSMISSION,Power Transmission
WB_511,WB_511_COAL-FIRED_POWER,Coal-Fired Power
WB_512,WB_512_GAS-FIRED_POWER,Gas-Fired Power
WB_513,WB_513_OIL-FIRED_POWER,Oil-Fired Power
WB_514,WB_514_POWER_SYSTEMS_REGIONAL_AND_CROSS-BORDER_INFRASTRUCTURE,Power Systems Regional and Cross-Border Infrastructure
WB_515,WB_515_POWER_SECTOR_POLICY_AND_INSTITUTIONS,Power Sector Policy and Institutions
WB_516,WB_516_POWER_SECTOR_ECONOMICS,Power Sector Economics
WB_517,WB_517_POWER_SECTOR_MARKET_DESIGN_AND_REGULATION,Power Sector Market Design and Regulation
WB_519,WB_519_POWER_UTILITIES_GOVERNANCE_AND_PERFORMANCE,Power Utilities Governance and Performance
WB_520,WB_520_PPP_IN_ENERGY_AND_POWER,PPP in Energy and Power
WB_521,WB_521_ENERGY_ACCESS,Energy Access
WB_522,WB_522_GRID_CONNECTED_ELECTRIFICATION,Grid Connected Electrification
WB_523,WB_523_ACCESS_TO_MODERN_COOKING_FUELS,Access to Modern Cooking Fuels
WB_524,WB_524_OFF_GRID_ELECTRIFICATION,Off Grid Electrification
WB_525,WB_525_RENEWABLE_ENERGY,Renewable Energy
WB_526,WB_526_RENEWABLE_ENERGY_POLICY_AND_REGULATION,Renewable Energy Policy and Regulation
WB_527,WB_527_HYDROPOWER_AND_DAMS,Hydropower and Dams
WB_528,WB_528_SOLAR_ENERGY,Solar Energy
WB_529,WB_529_WIND_ENERGY,Wind Energy
WB_530,WB_530_GEOTHERMAL_ENERGY,Geothermal Energy
WB_531,WB_531_BIOMASS_ENERGY,Biomass Energy
WB_532,WB_532_BIOFUELS_ENERGY,Biofuels Energy
WB_533,WB_533_ENERGY_EFFICIENCY,Energy Efficiency
WB_534,WB_534_EFFICIENT_ENERGY_SUPPLY,Efficient Energy Supply
WB_536,WB_536_ENERGY_EFFICIENT_TRANSPORT,Energy Efficient Transport
WB_537,WB_537_URBAN_ENERGY_EFFICIENCY,Urban Energy Efficiency
WB_538,WB_538_ENERGY_EFFICIENCY_IN_INDUSTRY,Energy Efficiency in Industry
WB_539,WB_539_OIL_AND_GAS_POLICY,Oil and Gas Policy
WB_540,WB_540_GOVERNANCE_FOR_OIL_AND_GAS,Governance for Oil and Gas
WB_541,WB_541_GOVERNMENT_INSTITUTIONS_FOR_OIL_AND_GAS,Government Institutions for Oil and Gas
WB_542,WB_542_OIL_AND_GAS_LAWS_AND_REGULATIONS,Oil and Gas Laws and Regulations
WB_543,WB_543_LICENSING_AND_CONTRACTING_FOR_OIL_AND_GAS,Licensing and Contracting for Oil and Gas
WB_544,WB_544_MID_AND_DOWNSTREAM_OIL_AND_GAS,Mid and Downstream Oil and Gas
WB_545,WB_545_NATIONAL_OIL_COMPANIES,National Oil Companies
WB_546,WB_546_UPSTREAM_FISCAL_POLICIES_AND_REVENUE_COLLECTION,Upstream Fiscal Policies and Revenue Collection
WB_547,WB_547_UPSTREAM_REVENUE_PROJECTION,Upstream Revenue Projection
WB_548,WB_548_PPP_IN_OIL_AND_GAS,PPP in Oil and Gas
WB_549,WB_549_OIL_AND_GAS_SYSTEMS,Oil and Gas Systems
WB_550,WB_550_OIL_AND_GAS_DEVELOPMENT_AND_PRODUCTION,Oil and Gas Development and Production
WB_551,WB_551_GAS_TRANSPORTATION,Gas Transportation
WB_552,WB_552_GAS_UTILIZATION,Gas Utilization
WB_553,WB_553_GAS_FLARING_REDUCTION,Gas Flaring Reduction
WB_554,WB_554_MINING_POLICY_AND_REGULATIONS,Mining Policy and Regulations
WB_555,WB_555_ARTISANAL_AND_SMALL-SCALE_MINING,Artisanal and Small-Scale Mining
WB_556,WB_556_MINING_FISCAL_POLICIES_AND_REVENUE_COLLECTION,Mining Fiscal Policies and Revenue Collection
WB_557,WB_557_GOVERNANCE_FOR_MINING,Governance for Mining
WB_558,WB_558_GOVERNMENT_INSTITUTIONS_FOR_MINING,Government Institutions for Mining
WB_559,WB_559_MINING_LAWS_AND_REGULATIONS,Mining Laws and Regulations
WB_560,WB_560_LICENSING_AND_CONTRACTING_OF_MINERALS,Licensing and Contracting of Minerals
WB_561,WB_561_REVENUE_PROJECTION_FOR_MINING,Revenue Projection for Mining
WB_562,WB_562_PPP_IN_MINING,PPP in Mining
WB_566,WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES,Environment and Natural Resources
WB_567,WB_567_CLIMATE_CHANGE,Climate Change
WB_568,WB_568_CLIMATE_SERVICES,Climate Services
WB_569,WB_569_HYDROMET_SERVICES,Hydromet Services
WB_570,WB_570_EARLY_WARNING_SYSTEMS,Early Warning Systems
WB_571,WB_571_CLIMATE_SCIENCE,Climate Science
WB_572,WB_572_CLIMATE_RESILIENT_DEVELOPMENT,Climate Resilient Development
WB_573,WB_573_CLIMATE_RISK_MANAGEMENT,Climate Risk Management
WB_574,WB_574_CLIMATE_CHANGE_ADAPTATION,Climate Change Adaptation
WB_575,WB_575_COMMUNITY-BASED_CLIMATE_ADAPTATION,Community-Based Climate Adaptation
WB_576,WB_576_ECOSYSTEM-BASED_ADAPTATION,Ecosystem-Based Adaptation
WB_579,WB_579_CLIMATE_CHANGE_MITIGATION,Climate Change Mitigation
WB_580,WB_580_LOW_CARBON_DEVELOPMENT,Low Carbon Development
WB_582,WB_582_GREENHOUSE_GAS_ACCOUNTING,Greenhouse Gas Accounting
WB_586,WB_586_ADAPTATION_CO-BENEFITS,Adaptation Co-Benefits
WB_587,WB_587_POVERTY_AND_CLIMATE_CHANGE,Poverty and Climate Change
WB_588,WB_588_CONSERVATION_FINANCE,Conservation Finance
WB_589,WB_589_ECOTOURISM,Ecotourism
WB_590,WB_590_ECOSYSTEMS,Ecosystems
WB_593,WB_593_MOUNTAIN_ECOSYSTEMS,Mountain Ecosystems
WB_594,WB_594_WETLANDS,Wetlands
WB_595,WB_595_DRYLANDS,Drylands
WB_596,WB_596_COASTAL_AND_MARINE_ECOSYSTEMS,Coastal and Marine Ecosystems
WB_597,WB_597_ECOSYSTEM_SERVICES,Ecosystem Services
WB_598,WB_598_ENVIRONMENTAL_MANAGEMENT,Environmental Management
WB_600,WB_600_NATURAL_RESOURCES_MANAGEMENT,Natural Resources Management
WB_601,WB_601_POLLUTION_MANAGEMENT,Pollution Management
WB_605,WB_605_WILDLIFE_RESOURCES,Wildlife Resources
WB_606,WB_606_NATURAL_CAPITAL_ACCOUNTING,Natural Capital Accounting
WB_611,WB_611_PENSION_FUNDS,Pension Funds
WB_612,WB_612_HOUSING_FINANCE,Housing Finance
WB_613,WB_613_DISASTER_RISK_FINANCING_AND_INSURANCE,Disaster Risk Financing and Insurance
WB_614,WB_614_COMPETITIVE_CITIES,Competitive Cities
WB_615,WB_615_GENDER,Gender
WB_616,WB_616_WOMEN_AND_ACCESS_TO_JUSTICE,Women and Access to Justice
WB_617,WB_617_GENDER_AND_CLIMATE_CHANGE,Gender and Climate Change
WB_618,WB_618_GENDER_AND_EMPLOYMENT,Gender and Employment
WB_619,WB_619_GENDER_AND_ENERGY,Gender and Energy
WB_620,WB_620_GENDER_AND_TRANSPORT,Gender and Transport
WB_621,WB_621_HEALTH,Health
WB_625,WB_625_HEALTH_FINANCING,Health Financing
WB_626,WB_626_HEALTH_FINANCING_THROUGH_GENERAL_TAXATION,Health Financing through General Taxation
WB_627,WB_627_FINANCIAL_INCENTIVES_FOR_HEALTH_PROVIDERS,Financial Incentives for Health Providers
WB_628,WB_628_HEALTH_CARE_RESOURCE_ALLOCATION,Health Care Resource Allocation
WB_629,WB_629_MEDICAL_SUPPLIES_FINANCE,Medical Supplies Finance
WB_631,WB_631_HEALTH_WORKFORCE,Health Workforce
WB_635,WB_635_PUBLIC_HEALTH,Public Health
WB_639,WB_639_SEXUAL_REPRODUCTIVE,Sexual Reproductive
WB_640,WB_640_POPULATION,Population
WB_641,WB_641_SEXUAL_REPRODUCTIVE_AND_MATERNAL_HEALTH,Sexual Reproductive and Maternal Health
WB_642,WB_642_INFANT_AND_CHILD_HEALTH,Infant and Child Health
WB_643,WB_643_AGING_POPULATION,Aging Population
WB_644,WB_644_NUTRITION,Nutrition
WB_646,WB_646_FOOD_FORTIFICATION,Food Fortification
WB_652,WB_652_ICT_APPLICATIONS,ICT Applications
WB_653,WB_653_ENTERPRISE_ARCHITECTURE,Enterprise Architecture
WB_654,WB_654_BUSINESS_PROCESS_REDESIGN,Business Process Redesign
WB_655,WB_655_ENTERPRISE_ARCHITECTURE_INFORMATION_MANAGEMENT,Enterprise Architecture Information Management
WB_656,WB_656_ENTERPRISE_ARCHITECTURE_PORTFOLIO_MANAGEMENT,Enterprise Architecture Portfolio Management
WB_657,WB_657_INTEROPERABILITY,Interoperability
WB_658,WB_658_ENTERPRISE_APPLICATIONS,Enterprise Applications
WB_659,WB_659_ERP_SYSTEMS,ERP Systems
WB_660,WB_660_BUSINESS_INTELLIGENCE,Business Intelligence
WB_661,WB_661_BIG_DATA,Big Data
WB_662,WB_662_SOCIAL_MEDIA,Social Media
WB_663,WB_663_GEOGRAPHIC_INFORMATION_SYSTEMS,Geographic Information Systems
WB_664,WB_664_KNOWLEDGE_MANAGEMENT,Knowledge Management
WB_665,WB_665_SOFTWARE_AS_A_SERVICE,Software as a Service
WB_666,WB_666_APPLICATION_DEVELOPMENT,Application Development
WB_667,WB_667_ICT_INFRASTRUCTURE,ICT Infrastructure
WB_668,WB_668_BUSINESS_CONTINUITY,Business Continuity
WB_669,WB_669_SOFTWARE__INFRASTRUCTURE,Software  Infrastructure
WB_670,WB_670_ICT_SECURITY,ICT Security
WB_671,WB_671_STORAGE__MANAGEMENT,Storage  Management
WB_672,WB_672_NETWORK_INFRASTRUCTURE_MANAGEMENT,Network Infrastructure Management
WB_673,WB_673_MOBILE_DEVICE_MANAGEMENT,Mobile Device Management
WB_674,WB_674_SHARED_INFRASTRUCTURE,Shared Infrastructure
WB_675,WB_675_WEB_FARM,Web Farm
WB_676,WB_676_CLOUD_COMPUTING,Cloud Computing
WB_678,WB_678_DIGITAL_GOVERNMENT,Digital Government
WB_679,WB_679_OPEN_DATA_POLICY,Open Data Policy
WB_680,WB_680_PERSONAL_DATA_PROTECTION,Personal Data Protection
WB_681,WB_681_ELECTRONIC_IDENTITY,Electronic Identity
WB_682,WB_682_ICT_FOR_CITIZEN_ENGAGEMENT,ICT for Citizen Engagement
WB_683,WB_683_FINANCIAL_MANAGEMENT_INFORMATION_SYSTEMS,Financial Management Information Systems
WB_684,WB_684_HEALTH_MANAGEMENT_INFORMATION_SYSTEMS,Health Management Information Systems
WB_685,WB_685_ICT_AND_JUSTICE,ICT and Justice
WB_686,WB_686_TRANSPORT_INFORMATION_SYSTEMS,Transport Information Systems
WB_687,WB_687_CITY_INFORMATION_SYSTEMS,City Information Systems
WB_688,WB_688_ICT_AND_SOCIAL_ACCOUNTABILITY,ICT and Social Accountability
WB_689,WB_689_SCIENCE,Science
WB_690,WB_690_RESEARCH,Research
WB_691,WB_691_TECHNOLOGY_AND_SCIENCE_PARKS,Technology and Science Parks
WB_692,WB_692_INFORMATION_TECHNOLOGY_PARKS_AND_ZONES,Information Technology Parks and Zones
WB_693,WB_693_POSTAL_SERVICES,Postal Services
WB_694,WB_694_BROADCAST_AND_MEDIA,Broadcast and Media
WB_695,WB_695_POVERTY,Poverty
WB_696,WB_696_PUBLIC_SECTOR_MANAGEMENT,Public Sector Management
WB_697,WB_697_SOCIAL_PROTECTION_AND_LABOR,Social Protection and Labor
WB_698,WB_698_TRADE,Trade
WB_699,WB_699_URBAN_DEVELOPMENT,Urban Development
WB_700,WB_700_INEQUALITY_AND_SHARED_PROSPERITY,Inequality and Shared Prosperity
WB_701,WB_701_JOBS_AND_POVERTY,Jobs and Poverty
WB_702,WB_702_ECONOMIC_SHOCKS_AND_VULNERABILITY,Economic Shocks and Vulnerability
WB_703,WB_703_ECONOMIC_SHOCKS_AND_FOOD_SECURITY,Economic Shocks and Food Security
WB_704,WB_704_MACRO_SHOCKS,Macro Shocks
WB_705,WB_705_ECONOMIC_SHOCKS_AND_CLIMATE_CHANGE,Economic Shocks and Climate Change
WB_706,WB_706_EVIDENCE-BASED_POLICY,Evidence-Based Policy
WB_707,WB_707_POVERTY_MEASUREMENT_AND_ANALYSIS,Poverty Measurement and Analysis
WB_709,WB_709_POVERTY_AND_SOCIAL_IMPACT_ANALYSIS,Poverty and Social Impact Analysis
WB_710,WB_710_URBAN_POVERTY,Urban Poverty
WB_711,WB_711_FISCAL_INCIDENCE_ANALYSIS,Fiscal Incidence Analysis
WB_712,WB_712_TRANSPORT_AND_POVERTY,Transport and Poverty
WB_713,WB_713_PUBLIC_FINANCE,Public Finance
WB_716,WB_716_MANAGING_PUBLIC_FINANCES,Managing Public Finances
WB_718,WB_718_PUBLIC_INVESTMENT_MANAGEMENT,Public Investment Management
WB_720,WB_720_TAX_AND_REVENUE_POLICY_AND_ADMINISTRATION,Tax and Revenue Policy and Administration
WB_721,WB_721_STATE_OWNED_ENTERPRISES,State Owned Enterprises
WB_722,WB_722_FISCAL_TRANSPARENCY,Fiscal Transparency
WB_723,WB_723_PUBLIC_ADMINISTRATION,Public Administration
WB_724,WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,Human Resources for Public Sector
WB_725,WB_725_ORGANIZATIONAL_MANAGEMENT_IN_GOVERNMENT,Organizational Management in Government
WB_726,WB_726_ADMINISTRATIVE_DECENTRALIZATION,Administrative Decentralization
WB_727,WB_727_PUBLIC_SECTOR_MONITORING_AND_EVALUATION,Public Sector Monitoring and Evaluation
WB_728,WB_728_PUBLIC_SERVICE_DELIVERY,Public Service Delivery
WB_729,WB_729_PERFORMANCE_MANAGEMENT_IN_GOVERNMENT,Performance Management in Government
WB_730,WB_730_PUBLIC_SECTOR_MANAGEMENT_INFORMATION_SYSTEMS,Public Sector Management Information Systems
WB_732,WB_732_COMMUNITY_DRIVEN_DEVELOPMENT,Community Driven Development
WB_733,WB_733_SOCIAL_ACCOUNTABILITY,Social Accountability
WB_734,WB_734_BUDGET_TRANSPARENCY,Budget Transparency
WB_735,WB_735_CIVIL_SOCIETY_OVERSIGHT,Civil Society Oversight
WB_736,WB_736_GRIEVANCE_REDRESS_MECHANISM,Grievance Redress Mechanism
WB_737,WB_737_LOCAL_GOVERNANCE,Local Governance
WB_738,WB_738_SOCIAL_COHESION,Social Cohesion
WB_739,WB_739_POLITICAL_VIOLENCE_AND_CIVIL_WAR,Political Violence and Civil War
WB_740,WB_740_FORCED_DISPLACEMENT,Forced Displacement
WB_741,WB_741_URBAN_CRIME_AND_VIOLENCE,Urban Crime and Violence
WB_742,WB_742_YOUTH_AND_GENDER-BASED_VIOLENCE,Youth and Gender-Based Violence
WB_743,WB_743_SOCIAL_INCLUSION_IN_CITIES,Social Inclusion in Cities
WB_744,WB_744_SOCIAL_ANALYSIS,Social Analysis
WB_745,WB_745_COUNTRY_SOCIAL_ANALYSIS,Country Social Analysis
WB_747,WB_747_SOCIAL_RESILIENCE_AND_CLIMATE_CHANGE,Social Resilience and Climate Change
WB_749,WB_749_INDIGENOUS_PEOPLES,Indigenous Peoples
WB_750,WB_750_INVOLUNTARY_RESETTLEMENT,Involuntary Resettlement
WB_751,WB_751_SOCIAL_INSURANCE,Social Insurance
WB_752,WB_752_OTHER_SOCIAL_INSURANCE_BENEFITS,Other Social Insurance Benefits
WB_756,WB_756_VULNERABLE_GROUPS,Vulnerable Groups
WB_757,WB_757_STREET_CHILDREN,Street Children
WB_758,WB_758_ORPHANS,Orphans
WB_765,WB_765_TRADE_COMPETITIVENESS_AND_DIVERSIFICATION,Trade Competitiveness and Diversification
WB_768,WB_768_INTERNATIONAL_STANDARDS_AND_TECHNICAL_REGULATIONS,International Standards and Technical Regulations
WB_769,WB_769_INVESTMENT_POLICY_AND_PROMOTION,Investment Policy and Promotion
WB_771,WB_771_REGIONAL_INVESTMENT_POLICY,Regional Investment Policy
WB_772,WB_772_TRADE_FACILITATION_AND_LOGISTICS,Trade Facilitation and Logistics
WB_774,WB_774_CUSTOMS_AND_BORDER_MANAGEMENT,Customs and Border Management
WB_775,WB_775_TRADE_POLICY_AND_INTEGRATION,Trade Policy and Integration
WB_776,WB_776_TRADE_POLICY,Trade Policy
WB_778,WB_778_NON-TARIFF_MEASURES,Non-Tariff Measures
WB_779,WB_779_TRADE_AGREEMENTS_AND_NEGOTIATIONS,Trade Agreements and Negotiations
WB_780,WB_780_TRADE_IN_SERVICES,Trade in Services
WB_781,WB_781_SERVICES_TRADE_REGULATION,Services Trade Regulation
WB_782,WB_782_SERVICES_TRADE_COMPETITIVENESS,Services Trade Competitiveness
WB_783,WB_783_TEMPORARY_MOVEMENT_OF_LABOR,Temporary Movement of Labor
WB_784,WB_784_TRAFFIC_AND_ROAD_SAFETY,Traffic and Road Safety
WB_785,WB_785_ROAD_TYPE_-_URBAN_ROADS,Road Type - Urban Roads
WB_787,WB_787_NON-MOTORIZED_TRANSPORT,Non-Motorized Transport
WB_788,WB_788_URBAN_TRANSPORT,Urban Transport
WB_789,WB_789_RURAL_TRANSPORT,Rural Transport
WB_790,WB_790_TRANSPORT_AND_SUSTAINABLE_DEVELOPMENT,Transport and Sustainable Development
WB_791,WB_791_TRANSPORT_IMPACT_ON_THE_ENVIRONMENT,Transport Impact on the Environment
WB_792,WB_792_TRANSPORT_AND_HIV/AIDS,Transport and HIV/AIDS
WB_793,WB_793_TRANSPORT_AND_LOGISTICS_SERVICES,Transport and Logistics Services
WB_794,WB_794_FREIGHT_SERVICES,Freight Services
WB_795,WB_795_CROP_WATER_REQUIREMENT_AND_WATER_BALANCE,Crop Water Requirement and Water Balance
WB_796,WB_796_URBANIZATION_AND_GROWTH,Urbanization and Growth
WB_797,WB_797_NATIONAL_URBAN_POLICIES,National Urban Policies
WB_798,WB_798_LOCAL_AND_REGIONAL_ECONOMIC_DEVELOPMENT,Local and Regional Economic Development
WB_801,WB_801_PPP_IN_INFRASTRUCTURE_AND_SOCIAL_SECTORS,PPP in Infrastructure and Social Sectors
WB_802,WB_802_GREEN_CITIES,Green Cities
WB_803,WB_803_LOW_CARBON_CITY_DEVELOPMENT,Low Carbon City Development
WB_804,WB_804_URBAN_POLLUTION,Urban Pollution
WB_805,WB_805_INCLUSIVE_CITIES,Inclusive Cities
WB_806,WB_806_ACCESS_TO_SERVICES_IN_CITIES,Access to Services in Cities
WB_807,WB_807_SLUM_UPGRADING,Slum Upgrading
WB_808,WB_808_URBAN_PARTICIPATORY_PLANNING,Urban Participatory Planning
WB_809,WB_809_RESILIENT_CITIES,Resilient Cities
WB_810,WB_810_CLIMATE_CHANGE_ADAPTATION_IN_URBAN_AREAS,Climate Change Adaptation in Urban Areas
WB_811,WB_811_DISASTER_RESILIENT_CITIES,Disaster Resilient Cities
WB_813,WB_813_URBAN_GOVERNANCE_AND_CITY_SYSTEMS,Urban Governance and City Systems
WB_814,WB_814_CITY_SYSTEMS,City Systems
WB_815,WB_815_CITY_SYSTEMS_GOVERNANCE,City Systems Governance
WB_816,WB_816_STRATEGIC_URBAN_PLANNING,Strategic Urban Planning
WB_817,WB_817_LAND_AND_HOUSING,Land and Housing
WB_818,WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS,Industry Policy and Real Sectors
WB_820,WB_820_DISASTER_RISK_MANAGEMENT,Disaster Risk Management
WB_821,WB_821_DISASTER_RISK_REDUCTION,Disaster Risk Reduction
WB_822,WB_822_DISASTER_RISK_ASSESSMENT,Disaster Risk Assessment
WB_823,WB_823_POST_DISASTER_RECOVERY_AND_RECONSTRUCTION,Post Disaster Recovery and Reconstruction
WB_825,WB_825_TOURISM,Tourism
WB_827,WB_827_MOBILE_MONEY,Mobile Money
WB_828,WB_828_ELECTRONIC_PAYMENTS,Electronic Payments
WB_829,WB_829_FISCAL_DECENTRALIZATION,Fiscal Decentralization
WB_831,WB_831_GOVERNANCE,Governance
WB_832,WB_832_ANTI-CORRUPTION,Anti-Corruption
WB_833,WB_833_INSTITUTIONAL_REFORM,Institutional Reform
WB_834,WB_834_GOVERNANCE_INDICATORS,Governance Indicators
WB_836,WB_836_POLITICAL_ECONOMY_OF_REFORM,Political Economy of Reform
WB_837,WB_837_OPEN_GOVERNMENT_AND_TRANSPARENCY,Open Government and Transparency
WB_838,WB_838_PUBLIC_ACCOUNTABILITY_MECHANISMS,Public Accountability Mechanisms
