GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,Action_Geo_FeatureID,DATEADDED,SOURCEURL
,,,,,,,,,,Chushinkai,Chushinkai,,,,,,,,,Chushinkai,Chushinkai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daihizenkyo,Daihizenkyo,,,,,,,,,Daihizenkyo,Daihizenkyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ennokyo,Ennokyo,,,,,,,,,Ennokyo,Ennokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Hachidai Ryuo Daishizen Aishinkyodan,Hachidai Ryuo Daishizen Aishinkyodan,,,,,,,,,Hachidai Ryuo Daishizen Aishinkyodan,Hachidai Ryuo Daishizen Aishinkyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Hachidai Ryuojin Hakko Seidan,Hachidai Ryuojin Hakko Seidan,,,,,,,,,Hachidai Ryuojin Hakko Seidan,Hachidai Ryuojin Hakko Seidan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Hachirakukai Kyodan,Hachirakukai Kyodan,,,,,,,,,Hachirakukai Kyodan,Hachirakukai Kyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Hi no Oshie,Hi no Oshie,,,,,,,,,Hi no Oshie,Hi no Oshie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Hikari Kyokai,Hikari Kyokai,,,,,,,,,Hikari Kyokai,Hikari Kyokai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Hizuki no Miya,Hizuki no Miya,,,,,,,,,Hizuki no Miya,Hizuki no Miya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Honbushin,Honbushin,,,,,,,,,Honbushin,Honbushin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Honmichi,Honmichi,,,,,,,,,Honmichi,Honmichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ishinkyo,Ishinkyo,,,,,,,,,Ishinkyo,Ishinkyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Izumo Shinyu Kyokai,Izumo Shinyu Kyokai,,,,,,,,,Izumo Shinyu Kyokai,Izumo Shinyu Kyokai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Izumokyo,Izumokyo,,,,,,,,,Izumokyo,Izumokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Jieido,Jieido,,,,,,,,,Jieido,Jieido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Jingukyo,Jingukyo,,,,,,,,,Jingukyo,Jingukyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Kakushin Shukyo Nipponkyo,Kakushin Shukyo Nipponkyo,,,,,,,,,Kakushin Shukyo Nipponkyo,Kakushin Shukyo Nipponkyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Kannagarakyo,Kannagarakyo,,,,,,,,,Kannagarakyo,Kannagarakyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Kikueikai Kyodan,Kikueikai Kyodan,,,,,,,,,Kikueikai Kyodan,Kikueikai Kyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Kogi Shinto,Kogi Shinto,,,,,,,,,Kogi Shinto,Kogi Shinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Koshinto Senpokyo,Koshinto Senpokyo,,,,,,,,,Koshinto Senpokyo,Koshinto Senpokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Koso Kotai Jingu Amatsukyo,Koso Kotai Jingu Amatsukyo,,,,,,,,,Koso Kotai Jingu Amatsukyo,Koso Kotai Jingu Amatsukyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Kuzuryu Taisha,Kuzuryu Taisha,,,,,,,,,Kuzuryu Taisha,Kuzuryu Taisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Kyuseishukyo,Kyuseishukyo,,,,,,,,,Kyuseishukyo,Kyuseishukyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Makoto no Michi,Makoto no Michi,,,,,,,,,Makoto no Michi,Makoto no Michi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Makoto no Michikyo,Makoto no Michikyo,,,,,,,,,Makoto no Michikyo,Makoto no Michikyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Maruyamakyo,Maruyamakyo,,,,,,,,,Maruyamakyo,Maruyamakyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Misogikyo Shinpa,Misogikyo Shinpa,,,,,,,,,Misogikyo Shinpa,Misogikyo Shinpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Mitamakyo,Mitamakyo,,,,,,,,,Mitamakyo,Mitamakyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Miyaji Shinsendo,Miyaji Shinsendo,,,,,,,,,Miyaji Shinsendo,Miyaji Shinsendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Nihon Jingu Honcho,Nihon Jingu Honcho,,,,,,,,,Nihon Jingu Honcho,Nihon Jingu Honcho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Nihon Seido Kyodan,Nihon Seido Kyodan,,,,,,,,,Nihon Seido Kyodan,Nihon Seido Kyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Nikkokyo,Nikkokyo,,,,,,,,,Nikkokyo,Nikkokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Okanmichi,Okanmichi,,,,,,,,,Okanmichi,Okanmichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Omiwakyo (Kojima),Omiwakyo (Kojima),,,,,,,,,Omiwakyo (Kojima),Omiwakyo (Kojima),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Omiwakyo (Sako),Omiwakyo (Sako),,,,,,,,,Omiwakyo (Sako),Omiwakyo (Sako),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Omoto   a.k.a. Oomoto,Omoto   a.k.a. Oomoto,,,,,,,,,Omoto   a.k.a. Oomoto,Omoto   a.k.a. Oomoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Omoto Hikari no Michi,Omoto Hikari no Michi,,,,,,,,,Omoto Hikari no Michi,Omoto Hikari no Michi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Oyamanezu no Mikoto Shinji  Kyokai,Oyamanezu no Mikoto Shinji  Kyokai,,,,,,,,,Oyamanezu no Mikoto Shinji  Kyokai,Oyamanezu no Mikoto Shinji  Kyokai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Perfect Liberty Kyodan   a.k.a.  PL Kyodan, Church of Perfect Liberty","Perfect Liberty Kyodan   a.k.a.  PL Kyodan, Church of Perfect Liberty",,,,,,,,,"Perfect Liberty Kyodan   a.k.a.  PL Kyodan, Church of Perfect Liberty","Perfect Liberty Kyodan   a.k.a.  PL Kyodan, Church of Perfect Liberty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Reiha no Hikari Kyokai,Reiha no Hikari Kyokai,,,,,,,,,Reiha no Hikari Kyokai,Reiha no Hikari Kyokai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Renmonkyo,Renmonkyo,,,,,,,,,Renmonkyo,Renmonkyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Renshindo Kyodan,Renshindo Kyodan,,,,,,,,,Renshindo Kyodan,Renshindo Kyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Samuhara Jinja,Samuhara Jinja,,,,,,,,,Samuhara Jinja,Samuhara Jinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Seicho no Ie,Seicho no Ie,,,,,,,,,Seicho no Ie,Seicho no Ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Seikokyo,Seikokyo,,,,,,,,,Seikokyo,Seikokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Seimeikyo,Seimeikyo,,,,,,,,,Seimeikyo,Seimeikyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Seishin Myojokai,Seishin Myojokai,,,,,,,,,Seishin Myojokai,Seishin Myojokai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Sekai Kyuseikyo,Sekai Kyuseikyo,,,,,,,,,Sekai Kyuseikyo,Sekai Kyuseikyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Sekai Mahikari Bunmei Kyodan,Sekai Mahikari Bunmei Kyodan,,,,,,,,,Sekai Mahikari Bunmei Kyodan,Sekai Mahikari Bunmei Kyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Sekai Shindokyo,Sekai Shindokyo,,,,,,,,,Sekai Shindokyo,Sekai Shindokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shidaido,Shidaido,,,,,,,,,Shidaido,Shidaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shin Nihon Shukyo Dantai Rengokai,Shin Nihon Shukyo Dantai Rengokai,,,,,,,,,Shin Nihon Shukyo Dantai Rengokai,Shin Nihon Shukyo Dantai Rengokai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shindo Tenkokyo,Shindo Tenkokyo,,,,,,,,,Shindo Tenkokyo,Shindo Tenkokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shinji Shumeikai,Shinji Shumeikai,,,,,,,,,Shinji Shumeikai,Shinji Shumeikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shinmei Aishinkai,Shinmei Aishinkai,,,,,,,,,Shinmei Aishinkai,Shinmei Aishinkai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shinreikai Kyodan,Shinreikai Kyodan,,,,,,,,,Shinreikai Kyodan,Shinreikai Kyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shinreikyo,Shinreikyo,,,,,,,,,Shinreikyo,Shinreikyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shinri Jikko no Oshie,Shinri Jikko no Oshie,,,,,,,,,Shinri Jikko no Oshie,Shinri Jikko no Oshie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shinsei Tengan Manaita no Kai,Shinsei Tengan Manaita no Kai,,,,,,,,,Shinsei Tengan Manaita no Kai,Shinsei Tengan Manaita no Kai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shinto Shinkyo,Shinto Shinkyo,,,,,,,,,Shinto Shinkyo,Shinto Shinkyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shinto Shinshinkyo,Shinto Shinshinkyo,,,,,,,,,Shinto Shinshinkyo,Shinto Shinshinkyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shizensha,Shizensha,,,,,,,,,Shizensha,Shizensha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shoroku Shinto Yamatoyama,Shoroku Shinto Yamatoyama,,,,,,,,,Shoroku Shinto Yamatoyama,Shoroku Shinto Yamatoyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shukyo Hojin Shiko Gakuen,Shukyo Hojin Shiko Gakuen,,,,,,,,,Shukyo Hojin Shiko Gakuen,Shukyo Hojin Shiko Gakuen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shuyodan Hoseikai,Shuyodan Hoseikai,,,,,,,,,Shuyodan Hoseikai,Shuyodan Hoseikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Soshindo,Soshindo,,,,,,,,,Soshindo,Soshindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Soshindo Kyodan,Soshindo Kyodan,,,,,,,,,Soshindo Kyodan,Soshindo Kyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Subikari Koha Sekai Shindan,Subikari Koha Sekai Shindan,,,,,,,,,Subikari Koha Sekai Shindan,Subikari Koha Sekai Shindan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Sukui no Hikari Kyodan,Sukui no Hikari Kyodan,,,,,,,,,Sukui no Hikari Kyodan,Sukui no Hikari Kyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Sukyo Mahikari,Sukyo Mahikari,,,,,,,,,Sukyo Mahikari,Sukyo Mahikari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Sumerakyo,Sumerakyo,,,,,,,,,Sumerakyo,Sumerakyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Taiwa Kyodan,Taiwa Kyodan,,,,,,,,,Taiwa Kyodan,Taiwa Kyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tamamitsu Jinja,Tamamitsu Jinja,,,,,,,,,Tamamitsu Jinja,Tamamitsu Jinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tenchikyo,Tenchikyo,,,,,,,,,Tenchikyo,Tenchikyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tengenkyo,Tengenkyo,,,,,,,,,Tengenkyo,Tengenkyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tenjokyo,Tenjokyo,,,,,,,,,Tenjokyo,Tenjokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tenjokyo Hon_in,Tenjokyo Hon_in,,,,,,,,,Tenjokyo Hon_in,Tenjokyo Hon_in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tenkokyo,Tenkokyo,,,,,,,,,Tenkokyo,Tenkokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ten_onkyo ,Ten_onkyo ,,,,,,,,,Ten_onkyo ,Ten_onkyo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tensei  Shinbikai,Tensei  Shinbikai,,,,,,,,,Tensei  Shinbikai,Tensei  Shinbikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tensha Tsuchimikado Shinto Honcho ,Tensha Tsuchimikado Shinto Honcho ,,,,,,,,,Tensha Tsuchimikado Shinto Honcho ,Tensha Tsuchimikado Shinto Honcho ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tenshin Seikyo,Tenshin Seikyo,,,,,,,,,Tenshin Seikyo,Tenshin Seikyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tenshindo Kyodan,Tenshindo Kyodan,,,,,,,,,Tenshindo Kyodan,Tenshindo Kyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tenshinkyo Shin_yuden Kyokai ,Tenshinkyo Shin_yuden Kyokai ,,,,,,,,,Tenshinkyo Shin_yuden Kyokai ,Tenshinkyo Shin_yuden Kyokai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tensho Kotai Jingukyo ,Tensho Kotai Jingukyo ,,,,,,,,,Tensho Kotai Jingukyo ,Tensho Kotai Jingukyo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tenshokyo,Tenshokyo,,,,,,,,,Tenshokyo,Tenshokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tenshukyo ,Tenshukyo ,,,,,,,,,Tenshukyo ,Tenshukyo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tokumitsukyo,Tokumitsukyo,,,,,,,,,Tokumitsukyo,Tokumitsukyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Worldmate f.k.a. Cosmomate ,Worldmate f.k.a. Cosmomate ,,,,,,,,,Worldmate f.k.a. Cosmomate ,Worldmate f.k.a. Cosmomate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Yamakage Shinto,Yamakage Shinto,,,,,,,,,Yamakage Shinto,Yamakage Shinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Yamatokyo ,Yamatokyo ,,,,,,,,,Yamatokyo ,Yamatokyo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Zenrinkyo ,Zenrinkyo ,,,,,,,,,Zenrinkyo ,Zenrinkyo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,syncretic Shinto,syncretic Shinto,,,,,,,,,syncretic Shinto,syncretic Shinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Shinbutsu shugo   a.k.a. Shinbutsu konko (combines Shinto and  Buddhism),Shinbutsu shugo   a.k.a. Shinbutsu konko (combines Shinto and  Buddhism),,,,,,,,,Shinbutsu shugo   a.k.a. Shinbutsu konko (combines Shinto and  Buddhism),Shinbutsu shugo   a.k.a. Shinbutsu konko (combines Shinto and  Buddhism),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Sikh,Sikh,,,,,,,,,Sikh,Sikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,mainline Sikh ,mainline Sikh ,,,,,,,,,mainline Sikh ,mainline Sikh ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Khalsa ,Khalsa ,,,,,,,,,Khalsa ,Khalsa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Nihang,Nihang,,,,,,,,,Nihang,Nihang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Sahajdhari Sikh ,Sahajdhari Sikh ,,,,,,,,,Sahajdhari Sikh ,Sahajdhari Sikh ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Namdhari or Kuka Sikhs,Namdhari or Kuka Sikhs,,,,,,,,,Namdhari or Kuka Sikhs,Namdhari or Kuka Sikhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,new religious movements of Sikh origin,new religious movements of Sikh origin,,,,,,,,,new religious movements of Sikh origin,new religious movements of Sikh origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"3HO a.k.a. Healthy, Happy, Holy Organization","3HO a.k.a. Healthy, Happy, Holy Organization",,,,,,,,,"3HO a.k.a. Healthy, Happy, Holy Organization","3HO a.k.a. Healthy, Happy, Holy Organization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Taoist,Taoist,,,,,,,,,Taoist,Taoist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,organized Taoism ,organized Taoism ,,,,,,,,,organized Taoism ,organized Taoism ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,folk Taoism,folk Taoism,,,,,,,,,folk Taoism,folk Taoism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,(other) Abrahamic religions,(other) Abrahamic religions,,,,,,,,,(other) Abrahamic religions,(other) Abrahamic religions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Freemasonry,Freemasonry,,,,,,,,,Freemasonry,Freemasonry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Prince Hall Freemasonry,Prince Hall Freemasonry,,,,,,,,,Prince Hall Freemasonry,Prince Hall Freemasonry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ancient Arabic Order of the Nobles of the Mystic Shrine a.k.a. Shriners ,Ancient Arabic Order of the Nobles of the Mystic Shrine a.k.a. Shriners ,,,,,,,,,Ancient Arabic Order of the Nobles of the Mystic Shrine a.k.a. Shriners ,Ancient Arabic Order of the Nobles of the Mystic Shrine a.k.a. Shriners ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,new Abrahamic movements,new Abrahamic movements,,,,,,,,,new Abrahamic movements,new Abrahamic movements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Builders of the Adytum ,Builders of the Adytum ,,,,,,,,,Builders of the Adytum ,Builders of the Adytum ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,House of Yahweh ,House of Yahweh ,,,,,,,,,House of Yahweh ,House of Yahweh ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Pilgrims of Ares,Pilgrims of Ares,,,,,,,,,Pilgrims of Ares,Pilgrims of Ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,racial Abrahamic religions ,racial Abrahamic religions ,,,,,,,,,racial Abrahamic religions ,racial Abrahamic religions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Rastafarianism,Rastafarianism,,,,,,,,,Rastafarianism,Rastafarianism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Bobo Shanti ,Bobo Shanti ,,,,,,,,,Bobo Shanti ,Bobo Shanti ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Nyahbinghi Order ,Nyahbinghi Order ,,,,,,,,,Nyahbinghi Order ,Nyahbinghi Order ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Twelve Tribes of Israel,Twelve Tribes of Israel,,,,,,,,,Twelve Tribes of Israel,Twelve Tribes of Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,(other) Indian religions,(other) Indian religions,,,,,,,,,(other) Indian religions,(other) Indian religions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ravidasi ,Ravidasi ,,,,,,,,,Ravidasi ,Ravidasi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Din-i-Ilahi,Din-i-Ilahi,,,,,,,,,Din-i-Ilahi,Din-i-Ilahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Indian NRMs ,Indian NRMs ,,,,,,,,,Indian NRMs ,Indian NRMs ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Adidam,Adidam,,,,,,,,,Adidam,Adidam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Adventures in Enlightenment ,Adventures in Enlightenment ,,,,,,,,,Adventures in Enlightenment ,Adventures in Enlightenment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Elan Vital,Elan Vital,,,,,,,,,Elan Vital,Elan Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Meher Baba followers ,Meher Baba followers ,,,,,,,,,Meher Baba followers ,Meher Baba followers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
