Type,Code,Name,Description
Topic,WB_411_DEBT_RESOLUTION,Debt Resolution,
Topic,WB_4119_ROAD_ASSET_MANAGEMENT,Road Asset Management,
Topic,WB_412_PRIVATE_PARTICIPATION_IN_EDUCATION,Private Participation in Education,
Topic,WB_4120_ROAD_ASSET_EVALUATION,Road Asset Evaluation,
Topic,WB_4122_TRANSPORT_CONTRACTING,Transport Contracting,
Topic,WB_4123_ROAD_SUSTAINABILITY,Road Sustainability,
Topic,WB_4124_ROAD_SAFETY_SYSTEMS,Road Safety Systems,
Topic,WB_4125_ROAD_TYPE_-_RURAL_ROADS,Road Type - Rural Roads,
Topic,WB_4126_ROAD_DESIGN_FEATURES,Road Design Features,
Topic,WB_4127_ROAD_GEOGRAPHICAL_LOCATION,Road Geographical Location,
Topic,WB_4128_ROAD_ROUGHNESS,Road Roughness,
Topic,WB_4129_TRAFFIC_COUNT,Traffic Count,
Topic,WB_413_PRIVATE_PARTICIPATION_IN_HEALTH,Private Participation in Health,
Topic,WB_4130_ROAD_CONSTRUCTION_SAFETY,Road Construction Safety,
Topic,WB_4131_NEW_ROADS,New Roads,
Topic,WB_4132_ROAD_PAVEMENT_TYPE,Road Pavement Type,
Topic,WB_4133_ASPHALT,Asphalt,
Topic,WB_4134_CONCRETE_PAVEMENT,Concrete Pavement,
Topic,WB_4135_CRUSHED_STONE,Crushed Stone,
Topic,WB_4136_BRIDGE_AND_DRAINAGE_MAINTENANCE,Bridge and Drainage Maintenance,
Topic,WB_4137_ROAD_MAINTENANCE_STANDARDS,Road Maintenance Standards,
Topic,WB_4138_ROAD_MAINTENANCE_STRATEGIES,Road Maintenance Strategies,
Topic,WB_4139_TUNNEL_MAINTENANCE,Tunnel Maintenance,
Topic,WB_414_PRIVATE_PARTICIPATION_IN_INFRASTRUCTURE,Private Participation in Infrastructure,
Topic,WB_4140_WINTER_ROAD_MAINTENANCE,Winter Road Maintenance,
Topic,WB_4141_PERFORMANCE_BASED_MAINTENANCE_CONTRACTS,Performance Based Maintenance Contracts,
Topic,WB_4142_BRIDGE_MANAGEMENT_SYSTEMS,Bridge Management Systems,
Topic,WB_4143_HIGHWAY_DEVELOPMENT_AND_MANAGEMENT_MODEL,Highway Development and Management Model,
Topic,WB_4144_PAVEMENT_MANAGEMENT_SYSTEM,Pavement Management System,
Topic,WB_4145_ROAD_ASSET_MANAGEMENT_SYSTEM,Road Asset Management System,
Topic,WB_4146_VEHICLE_LOADING,Vehicle Loading,
Topic,WB_4147_CONSTRUCTION_BIDS_AND_CONTRACTS,Construction Bids and Contracts,
Topic,WB_4148_IMPACT_EVALUATION_OF_TRANSPORT_INTERVENTIONS,Impact Evaluation of Transport Interventions,
Topic,WB_4149_RISK_ASSESSMENT_IN_ROAD_CONTRACTS,Risk Assessment in Road Contracts,
Topic,WB_4150_ENFORCEMENT_OF_ROAD_SUSTAINABILITY,Enforcement of Road Sustainability,
Topic,WB_4151_FIRE_CONTROL_SYSTEMS,Fire Control Systems,
Topic,WB_4152_ROAD_SENSORS,Road Sensors,
Topic,WB_4153_HOV_LANE_MONITORING_AND_CONTROL,HOV Lane Monitoring and Control,
Topic,WB_4154_TRAFFIC_CONTROL_CENTERS,Traffic Control Centers,
Topic,WB_4155_RAMP_METERING,Ramp Metering,
Topic,WB_4156_REAL_TIME_TRAFFIC_SURVEILLANCE,Real Time Traffic Surveillance,
Topic,WB_4157_ROAD_WEATHER_MANAGEMENT,Road Weather Management,
Topic,WB_4158_TRAFFIC_TIME_INFORMATION_SYSTEM,Traffic Time Information System,
Topic,WB_4159_INTELLIGENT_TRANSPORT_SYSTEMS_FOR_ROAD_NETWORKS,Intelligent Transport Systems for Road Networks,
Topic,WB_4160_INTELLIGENT_TRANSPORT_SYSTEMS_FOR_NETWORK_MANAGEMENT,Intelligent Transport Systems for Network Management,
Topic,WB_4161_ROAD_TYPE_-_MOTORWAYS,Road Type - Motorways,
Topic,WB_4162_ROAD_TYPE_-_NATIONAL_ROADS,Road Type - National Roads,
Topic,WB_4163_ROAD_TYPE_-_REGIONAL_ROADS,Road Type - Regional Roads,
Topic,WB_4164_ROAD_TYPE_-_SECONDARY_ROADS,Road Type - Secondary Roads,
Topic,WB_4165_ROAD_TYPE_-_TERTIARY_ROADS,Road Type - Tertiary Roads,
Topic,WB_4166_ROAD_TYPE_-_DISTRICT_ROADS,Road Type - District Roads,
Topic,WB_4167_ROAD_SAFETY_FINANCING_INSTITUTIONS,Road Safety Financing Institutions,
Topic,WB_4168_ROAD_SAFETY_INFRASTRUCTURE,Road Safety Infrastructure,
Topic,WB_4169_TRAFFIC_SAFETY_LAWS,Traffic Safety Laws,
Topic,WB_417_CORPORATE_GOVERNANCE,Corporate Governance,
Topic,WB_4170_ROAD_SAFETY_ENFORCEMENT,Road Safety Enforcement,
Topic,WB_4171_ANIMAL_TRANSPORT_SAFETY,Animal Transport Safety,
Topic,WB_4172_ROAD_WORKER_HEALTH_AND_SAFETY,Road Worker Health and Safety,
Topic,WB_4173_ROADWAY_SECURITY_AND_EMERGENCIES,Roadway Security and Emergencies,
Topic,WB_4174_GLOBAL_ROAD_SAFETY_FACILITY,Global Road Safety Facility,
Topic,WB_4175_ROAD_SAFETY_LEAD_AGENCY,Road Safety Lead Agency,
Topic,WB_4176_VEHICLE_LICENSING,Vehicle Licensing,
Topic,WB_4177_VEHICLE_SAFETY_STANDARDS,Vehicle Safety Standards,
Topic,WB_4178_RURAL_ACCESSIBILITY,Rural Accessibility,
Topic,WB_4179_RURAL_ACCESS_INDEX,Rural Access Index,
Topic,WB_418_CORPORATE_GOVERNANCE_FOR_CAPITAL_MARKETS,Corporate Governance for Capital Markets,
Topic,WB_4180_LOW_VOLUME_ROADS,Low Volume Roads,
Topic,WB_4182_URBAN_MOBILITY,Urban Mobility,
Topic,WB_4183_NATURAL_DISASTER_RESPONSE_KIT,Natural Disaster Response Kit,
Topic,WB_4184_CLIMATE_RESILIENCE,Climate Resilience,
Topic,WB_4185_POLICIES_AND_PLANS_ADDRESSING_CLIMATE_CHANGE,Policies and Plans Addressing Climate Change,
Topic,WB_4186_SLOPE_INSTABILITY,Slope Instability,
Topic,WB_4187_SLOPE_MAINTENANCE_AND_DESIGN_IMPROVEMENT,Slope Maintenance and Design Improvement,
Topic,WB_4188_AVIATION_SAFETY,Aviation Safety,
Topic,WB_4189_MARITIME_SAFETY,Maritime Safety,
Topic,WB_419_CORPORATE_GOVERNANCE_OF_FINANCIAL_INSTITUTIONS,Corporate Governance of Financial Institutions,
Topic,WB_4190_TRANSPORT_HEALTH_IMPACTS,Transport Health Impacts,
Topic,WB_4191_ROAD_INJURY,Road Injury,
Topic,WB_4193_ROAD_GOVERNANCE,Road Governance,
Topic,WB_4194_TRANSPORT_SAFETY_LAWS,Transport Safety Laws,
Topic,WB_4195_TRANSPORT_SECTOR_REFORM,Transport Sector Reform,
Topic,WB_4196_SAFEGUARDS_IN_TRANSPORT_GOVERNANCE,Safeguards in Transport Governance,
Topic,WB_4197_GOVERNANCE_OF_ROAD_AUTHORITIES,Governance of Road Authorities,
Topic,WB_4198_EMERGING_TRANSPORT_TECHNOLOGIES,Emerging Transport Technologies,
Topic,WB_4199_DRIVERLESS_CARS,Driverless Cars,
Topic,WB_420_CORPORATE_GOVERNANCE_OF_STATE-OWNED_ENTERPRISES,Corporate Governance of State-Owned Enterprises,
Topic,WB_4200_DRONES,Drones,
Topic,WB_4201_SIGNAL_PHASING,Signal Phasing,
Topic,WB_4202_CLIMATE_CHANGE_ADAPTATION_IN_RURAL_AREAS,Climate Change Adaptation in Rural Areas,
Topic,WB_4203_GENDER_AND_RURAL_DEVELOPMENT,Gender and Rural Development,
Topic,WB_4204_ROAD_SAFETY_AND_INTELLIGENT_TRANSPORT_SYSTEMS,Road Safety and Intelligent Transport Systems,
Topic,WB_4205_TIME_AND_MATERIAL_TRANSPORT_CONTRACT,Time and Material Transport Contract,
Topic,WB_4206_STIPULATED_PRICE_TRANSPORT_CONTRACT,Stipulated Price Transport Contract,
Topic,WB_4207_COST_REIMBURSEMENT_TRANSPORT_CONTRACT,Cost Reimbursement Transport Contract,
Topic,WB_4208_OUTPUT-_AND_PERFORMANCE-BASED_ROAD_CONTRACTS,Output- and Performance-Based Road Contracts,
Topic,WB_4209_CONTRACT_PROCUREMENT_IN_TRANSPORT,Contract Procurement in Transport,
Topic,WB_421_SOCIAL_INCLUSION,Social Inclusion,
Topic,WB_4210_SAFEGUARDS_IN_TRANSPORT_CONTRACTS,Safeguards in Transport Contracts,
Topic,WB_4211_AXLE_LOADS,Axle Loads,
Topic,WB_4212_VEHICLE_SPEED_ENFORCEMENT_POLICY,Vehicle Speed Enforcement Policy,
Topic,WB_4213_TRAFFIC_VOLUME,Traffic Volume,
Topic,WB_422_UNIVERSAL_ACCESS_IN_TRANSPORT,Universal Access in Transport,
Topic,WB_423_INTEGRATED_URBAN_WATER_MANAGEMENT,Integrated Urban Water Management,
Topic,WB_427_WATER_ALLOCATION_AND_WATER_ECONOMICS,Water Allocation and Water Economics,
Topic,WB_433_GENDER_AND_AGRICULTURE,Gender and Agriculture,
Topic,WB_435_AGRICULTURE_AND_FOOD_SECURITY,Agriculture and Food Security,
Topic,WB_436_FORESTRY,Forestry,
Topic,WB_438_COMMUNITY_DRIVEN_DEVELOPMENT_AND_LIVELIHOODS,Community Driven Development and Livelihoods,
Topic,WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES,Macroeconomic and Structural Policies,
Topic,WB_440_MACROECONOMIC_MONITORING,Macroeconomic Monitoring,
Topic,WB_441_BALANCE_OF_PAYMENTS,Balance of Payments,
Topic,WB_442_INFLATION,Inflation,
Topic,WB_444_MONETARY_POLICY,Monetary Policy,
Topic,WB_445_FISCAL_POLICY,Fiscal Policy,
Topic,WB_446_FISCAL_POLICY_AND_CRISIS_RESPONSES,Fiscal Policy and Crisis Responses,
Topic,WB_447_FISCAL_ASPECTS_OF_CLIMATE_CHANGE,Fiscal Aspects of Climate Change,
Topic,WB_448_FISCAL_ASPECTS_OF_GREEN_GROWTH,Fiscal Aspects of Green Growth,
Topic,WB_449_FISCAL_RISKS,Fiscal Risks,
Topic,WB_450_DEBT,Debt,
Topic,WB_451_DEBT_MANAGEMENT,Debt Management,
Topic,WB_452_DEBT_RELIEF,Debt Relief,
Topic,WB_453_HEAVILY_INDEBTED_POOR_COUNTRIES,Heavily Indebted Poor Countries,
Topic,WB_454_DEBT_RESTRUCTURING,Debt Restructuring,
Topic,WB_455_COMMERCIAL_DEBT_REDUCTION,Commercial Debt Reduction,
Topic,WB_456_DEBT_AND_FISCAL_SUSTAINABILITY,Debt and Fiscal Sustainability,
Topic,WB_457_SUBNATIONAL_DEBT_AND_FINANCE,Subnational Debt and Finance,
Topic,WB_460_INNOVATION_AND_GROWTH,Innovation and Growth,
Topic,WB_462_GROWTH_AND_LAGGING_REGIONS,Growth and Lagging Regions,
Topic,WB_464_GROWTH_IN_FRAGILE_AND_CONFLICT_STATES,Growth in Fragile and Conflict States,
Topic,WB_466_TRADE_AND_GROWTH,Trade and Growth,
Topic,WB_467_GROWTH_ANALYTICS,Growth Analytics,
Topic,WB_470_EDUCATION,Education,
Topic,WB_471_ECONOMIC_GROWTH,Economic Growth,
Topic,WB_473_GROWTH_DIAGNOSTICS,Growth Diagnostics,
Topic,WB_475_JOBS_AND_GROWTH,Jobs and Growth,
Topic,WB_476_GREEN_GROWTH,Green Growth,
Topic,WB_477_INCLUSIVE_GROWTH,Inclusive Growth,
Topic,WB_478_LEVELS_OF_EDUCATION,Levels of Education,
Topic,WB_479_EARLY_CHILD_DEVELOPMENT,Early Child Development,
Topic,WB_480_PRIMARY_EDUCATION,Primary Education,
Topic,WB_481_SECONDARY_EDUCATION,Secondary Education,
Topic,WB_482_TERTIARY_EDUCATION,Tertiary Education,
Topic,WB_483_VOCATIONAL_EDUCATION_AND_TRAINING,Vocational Education and Training,
Topic,WB_484_LIFELONG_LEARNING,Lifelong Learning,
Topic,WB_485_EDUCATION_FOR_VULNERABLE_AND_DISADVANTAGED_GROUPS,Education for Vulnerable and Disadvantaged Groups,
Topic,WB_491_QUALITY_OF_EDUCATION,Quality of Education,
Topic,WB_494_EDUCATION_AND_ICT,Education and ICT,
Topic,WB_498_EDUCATION_FINANCE,Education Finance,
Topic,WB_500_PUBLIC_EXPENDITURE_FOR_EDUCATION,Public Expenditure for Education,
Topic,WB_503_SCHOOL_HEALTH,School Health,
Topic,WB_507_ENERGY_AND_EXTRACTIVES,Energy and Extractives,
Topic,WB_508_POWER_SYSTEMS,Power Systems,
Topic,WB_509_NUCLEAR_ENERGY,Nuclear Energy,
Topic,WB_510_POWER_TRANSMISSION,Power Transmission,
Topic,WB_511_COAL-FIRED_POWER,Coal-Fired Power,
Topic,WB_512_GAS-FIRED_POWER,Gas-Fired Power,
Topic,WB_513_OIL-FIRED_POWER,Oil-Fired Power,
Topic,WB_514_POWER_SYSTEMS_REGIONAL_AND_CROSS-BORDER_INFRASTRUCTURE,Power Systems Regional and Cross-Border Infrastructure,
Topic,WB_515_POWER_SECTOR_POLICY_AND_INSTITUTIONS,Power Sector Policy and Institutions,
Topic,WB_516_POWER_SECTOR_ECONOMICS,Power Sector Economics,
Topic,WB_517_POWER_SECTOR_MARKET_DESIGN_AND_REGULATION,Power Sector Market Design and Regulation,
Topic,WB_519_POWER_UTILITIES_GOVERNANCE_AND_PERFORMANCE,Power Utilities Governance and Performance,
Topic,WB_520_PPP_IN_ENERGY_AND_POWER,PPP in Energy and Power,
Topic,WB_521_ENERGY_ACCESS,Energy Access,
Topic,WB_522_GRID_CONNECTED_ELECTRIFICATION,Grid Connected Electrification,
Topic,WB_523_ACCESS_TO_MODERN_COOKING_FUELS,Access to Modern Cooking Fuels,
Topic,WB_524_OFF_GRID_ELECTRIFICATION,Off Grid Electrification,
Topic,WB_525_RENEWABLE_ENERGY,Renewable Energy,
Topic,WB_526_RENEWABLE_ENERGY_POLICY_AND_REGULATION,Renewable Energy Policy and Regulation,
Topic,WB_527_HYDROPOWER_AND_DAMS,Hydropower and Dams,
Topic,WB_528_SOLAR_ENERGY,Solar Energy,
Topic,WB_529_WIND_ENERGY,Wind Energy,
Topic,WB_530_GEOTHERMAL_ENERGY,Geothermal Energy,
Topic,WB_531_BIOMASS_ENERGY,Biomass Energy,
Topic,WB_532_BIOFUELS_ENERGY,Biofuels Energy,
Topic,WB_533_ENERGY_EFFICIENCY,Energy Efficiency,
Topic,WB_534_EFFICIENT_ENERGY_SUPPLY,Efficient Energy Supply,
Topic,WB_536_ENERGY_EFFICIENT_TRANSPORT,Energy Efficient Transport,
Topic,WB_537_URBAN_ENERGY_EFFICIENCY,Urban Energy Efficiency,
Topic,WB_538_ENERGY_EFFICIENCY_IN_INDUSTRY,Energy Efficiency in Industry,
Topic,WB_539_OIL_AND_GAS_POLICY,Oil and Gas Policy,
Topic,WB_540_GOVERNANCE_FOR_OIL_AND_GAS,Governance for Oil and Gas,
Topic,WB_541_GOVERNMENT_INSTITUTIONS_FOR_OIL_AND_GAS,Government Institutions for Oil and Gas,
Topic,WB_542_OIL_AND_GAS_LAWS_AND_REGULATIONS,Oil and Gas Laws and Regulations,
Topic,WB_543_LICENSING_AND_CONTRACTING_FOR_OIL_AND_GAS,Licensing and Contracting for Oil and Gas,
Topic,WB_544_MID_AND_DOWNSTREAM_OIL_AND_GAS,Mid and Downstream Oil and Gas,
Topic,WB_545_NATIONAL_OIL_COMPANIES,National Oil Companies,
Topic,WB_546_UPSTREAM_FISCAL_POLICIES_AND_REVENUE_COLLECTION,Upstream Fiscal Policies and Revenue Collection,
Topic,WB_547_UPSTREAM_REVENUE_PROJECTION,Upstream Revenue Projection,
Topic,WB_548_PPP_IN_OIL_AND_GAS,PPP in Oil and Gas,
Topic,WB_549_OIL_AND_GAS_SYSTEMS,Oil and Gas Systems,
Topic,WB_550_OIL_AND_GAS_DEVELOPMENT_AND_PRODUCTION,Oil and Gas Development and Production,
Topic,WB_551_GAS_TRANSPORTATION,Gas Transportation,
Topic,WB_552_GAS_UTILIZATION,Gas Utilization,
Topic,WB_553_GAS_FLARING_REDUCTION,Gas Flaring Reduction,
Topic,WB_554_MINING_POLICY_AND_REGULATIONS,Mining Policy and Regulations,
Topic,WB_555_ARTISANAL_AND_SMALL-SCALE_MINING,Artisanal and Small-Scale Mining,
Topic,WB_556_MINING_FISCAL_POLICIES_AND_REVENUE_COLLECTION,Mining Fiscal Policies and Revenue Collection,
Topic,WB_557_GOVERNANCE_FOR_MINING,Governance for Mining,
Topic,WB_558_GOVERNMENT_INSTITUTIONS_FOR_MINING,Government Institutions for Mining,
Topic,WB_559_MINING_LAWS_AND_REGULATIONS,Mining Laws and Regulations,
Topic,WB_560_LICENSING_AND_CONTRACTING_OF_MINERALS,Licensing and Contracting of Minerals,
Topic,WB_561_REVENUE_PROJECTION_FOR_MINING,Revenue Projection for Mining,
Topic,WB_562_PPP_IN_MINING,PPP in Mining,
Topic,WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES,Environment and Natural Resources,
Topic,WB_567_CLIMATE_CHANGE,Climate Change,
Topic,WB_568_CLIMATE_SERVICES,Climate Services,
Topic,WB_569_HYDROMET_SERVICES,Hydromet Services,
Topic,WB_570_EARLY_WARNING_SYSTEMS,Early Warning Systems,
Topic,WB_571_CLIMATE_SCIENCE,Climate Science,
Topic,WB_572_CLIMATE_RESILIENT_DEVELOPMENT,Climate Resilient Development,
Topic,WB_573_CLIMATE_RISK_MANAGEMENT,Climate Risk Management,
Topic,WB_574_CLIMATE_CHANGE_ADAPTATION,Climate Change Adaptation,
Topic,WB_575_COMMUNITY-BASED_CLIMATE_ADAPTATION,Community-Based Climate Adaptation,
Topic,WB_576_ECOSYSTEM-BASED_ADAPTATION,Ecosystem-Based Adaptation,
Topic,WB_579_CLIMATE_CHANGE_MITIGATION,Climate Change Mitigation,
Topic,WB_580_LOW_CARBON_DEVELOPMENT,Low Carbon Development,
Topic,WB_582_GREENHOUSE_GAS_ACCOUNTING,Greenhouse Gas Accounting,
Topic,WB_586_ADAPTATION_CO-BENEFITS,Adaptation Co-Benefits,
Topic,WB_587_POVERTY_AND_CLIMATE_CHANGE,Poverty and Climate Change,
Topic,WB_588_CONSERVATION_FINANCE,Conservation Finance,
Topic,WB_589_ECOTOURISM,Ecotourism,
Topic,WB_590_ECOSYSTEMS,Ecosystems,
Topic,WB_593_MOUNTAIN_ECOSYSTEMS,Mountain Ecosystems,
Topic,WB_594_WETLANDS,Wetlands,
Topic,WB_595_DRYLANDS,Drylands,
Topic,WB_596_COASTAL_AND_MARINE_ECOSYSTEMS,Coastal and Marine Ecosystems,
Topic,WB_597_ECOSYSTEM_SERVICES,Ecosystem Services,
Topic,WB_598_ENVIRONMENTAL_MANAGEMENT,Environmental Management,
Topic,WB_600_NATURAL_RESOURCES_MANAGEMENT,Natural Resources Management,
Topic,WB_601_POLLUTION_MANAGEMENT,Pollution Management,
Topic,WB_605_WILDLIFE_RESOURCES,Wildlife Resources,
Topic,WB_606_NATURAL_CAPITAL_ACCOUNTING,Natural Capital Accounting,
Topic,WB_611_PENSION_FUNDS,Pension Funds,
Topic,WB_612_HOUSING_FINANCE,Housing Finance,
Topic,WB_613_DISASTER_RISK_FINANCING_AND_INSURANCE,Disaster Risk Financing and Insurance,
Topic,WB_614_COMPETITIVE_CITIES,Competitive Cities,
Topic,WB_615_GENDER,Gender,
Topic,WB_616_WOMEN_AND_ACCESS_TO_JUSTICE,Women and Access to Justice,
Topic,WB_617_GENDER_AND_CLIMATE_CHANGE,Gender and Climate Change,
Topic,WB_618_GENDER_AND_EMPLOYMENT,Gender and Employment,
Topic,WB_619_GENDER_AND_ENERGY,Gender and Energy,
Topic,WB_620_GENDER_AND_TRANSPORT,Gender and Transport,
Topic,WB_621_HEALTH,Health,
Topic,WB_625_HEALTH_FINANCING,Health Financing,
Topic,WB_626_HEALTH_FINANCING_THROUGH_GENERAL_TAXATION,Health Financing through General Taxation,
Topic,WB_627_FINANCIAL_INCENTIVES_FOR_HEALTH_PROVIDERS,Financial Incentives for Health Providers,
Topic,WB_628_HEALTH_CARE_RESOURCE_ALLOCATION,Health Care Resource Allocation,
Topic,WB_629_MEDICAL_SUPPLIES_FINANCE,Medical Supplies Finance,
Topic,WB_631_HEALTH_WORKFORCE,Health Workforce,
Topic,WB_635_PUBLIC_HEALTH,Public Health,
Topic,WB_639_SEXUAL_REPRODUCTIVE,Sexual Reproductive,
Topic,WB_640_POPULATION,Population,
Topic,WB_641_SEXUAL_REPRODUCTIVE_AND_MATERNAL_HEALTH,Sexual Reproductive and Maternal Health,
Topic,WB_642_INFANT_AND_CHILD_HEALTH,Infant and Child Health,
Topic,WB_643_AGING_POPULATION,Aging Population,
Topic,WB_644_NUTRITION,Nutrition,
Topic,WB_646_FOOD_FORTIFICATION,Food Fortification,
Topic,WB_652_ICT_APPLICATIONS,ICT Applications,
Topic,WB_653_ENTERPRISE_ARCHITECTURE,Enterprise Architecture,
Topic,WB_654_BUSINESS_PROCESS_REDESIGN,Business Process Redesign,
Topic,WB_655_ENTERPRISE_ARCHITECTURE_INFORMATION_MANAGEMENT,Enterprise Architecture Information Management,
Topic,WB_656_ENTERPRISE_ARCHITECTURE_PORTFOLIO_MANAGEMENT,Enterprise Architecture Portfolio Management,
Topic,WB_657_INTEROPERABILITY,Interoperability,
Topic,WB_658_ENTERPRISE_APPLICATIONS,Enterprise Applications,
Topic,WB_659_ERP_SYSTEMS,ERP Systems,
Topic,WB_660_BUSINESS_INTELLIGENCE,Business Intelligence,
Topic,WB_661_BIG_DATA,Big Data,
Topic,WB_662_SOCIAL_MEDIA,Social Media,
Topic,WB_663_GEOGRAPHIC_INFORMATION_SYSTEMS,Geographic Information Systems,
Topic,WB_664_KNOWLEDGE_MANAGEMENT,Knowledge Management,
Topic,WB_665_SOFTWARE_AS_A_SERVICE,Software as a Service,
Topic,WB_666_APPLICATION_DEVELOPMENT,Application Development,
Topic,WB_667_ICT_INFRASTRUCTURE,ICT Infrastructure,
Topic,WB_668_BUSINESS_CONTINUITY,Business Continuity,
Topic,WB_669_SOFTWARE__INFRASTRUCTURE,Software  Infrastructure,
Topic,WB_670_ICT_SECURITY,ICT Security,
Topic,WB_671_STORAGE__MANAGEMENT,Storage  Management,
Topic,WB_672_NETWORK_INFRASTRUCTURE_MANAGEMENT,Network Infrastructure Management,
Topic,WB_673_MOBILE_DEVICE_MANAGEMENT,Mobile Device Management,
Topic,WB_674_SHARED_INFRASTRUCTURE,Shared Infrastructure,
Topic,WB_675_WEB_FARM,Web Farm,
Topic,WB_676_CLOUD_COMPUTING,Cloud Computing,
Topic,WB_678_DIGITAL_GOVERNMENT,Digital Government,
Topic,WB_679_OPEN_DATA_POLICY,Open Data Policy,
Topic,WB_680_PERSONAL_DATA_PROTECTION,Personal Data Protection,
Topic,WB_681_ELECTRONIC_IDENTITY,Electronic Identity,
Topic,WB_682_ICT_FOR_CITIZEN_ENGAGEMENT,ICT for Citizen Engagement,
Topic,WB_683_FINANCIAL_MANAGEMENT_INFORMATION_SYSTEMS,Financial Management Information Systems,
Topic,WB_684_HEALTH_MANAGEMENT_INFORMATION_SYSTEMS,Health Management Information Systems,
Topic,WB_685_ICT_AND_JUSTICE,ICT and Justice,
Topic,WB_686_TRANSPORT_INFORMATION_SYSTEMS,Transport Information Systems,
Topic,WB_687_CITY_INFORMATION_SYSTEMS,City Information Systems,
Topic,WB_688_ICT_AND_SOCIAL_ACCOUNTABILITY,ICT and Social Accountability,
Topic,WB_689_SCIENCE,Science,
Topic,WB_690_RESEARCH,Research,
Topic,WB_691_TECHNOLOGY_AND_SCIENCE_PARKS,Technology and Science Parks,
Topic,WB_692_INFORMATION_TECHNOLOGY_PARKS_AND_ZONES,Information Technology Parks and Zones,
Topic,WB_693_POSTAL_SERVICES,Postal Services,
Topic,WB_694_BROADCAST_AND_MEDIA,Broadcast and Media,
Topic,WB_695_POVERTY,Poverty,
Topic,WB_696_PUBLIC_SECTOR_MANAGEMENT,Public Sector Management,
Topic,WB_697_SOCIAL_PROTECTION_AND_LABOR,Social Protection and Labor,
Topic,WB_698_TRADE,Trade,
Topic,WB_699_URBAN_DEVELOPMENT,Urban Development,
Topic,WB_700_INEQUALITY_AND_SHARED_PROSPERITY,Inequality and Shared Prosperity,
Topic,WB_701_JOBS_AND_POVERTY,Jobs and Poverty,
Topic,WB_702_ECONOMIC_SHOCKS_AND_VULNERABILITY,Economic Shocks and Vulnerability,
Topic,WB_703_ECONOMIC_SHOCKS_AND_FOOD_SECURITY,Economic Shocks and Food Security,
Topic,WB_704_MACRO_SHOCKS,Macro Shocks,
Topic,WB_705_ECONOMIC_SHOCKS_AND_CLIMATE_CHANGE,Economic Shocks and Climate Change,
Topic,WB_706_EVIDENCE-BASED_POLICY,Evidence-Based Policy,
Topic,WB_707_POVERTY_MEASUREMENT_AND_ANALYSIS,Poverty Measurement and Analysis,
Topic,WB_709_POVERTY_AND_SOCIAL_IMPACT_ANALYSIS,Poverty and Social Impact Analysis,
Topic,WB_710_URBAN_POVERTY,Urban Poverty,
Topic,WB_711_FISCAL_INCIDENCE_ANALYSIS,Fiscal Incidence Analysis,
Topic,WB_712_TRANSPORT_AND_POVERTY,Transport and Poverty,
Topic,WB_713_PUBLIC_FINANCE,Public Finance,
Topic,WB_716_MANAGING_PUBLIC_FINANCES,Managing Public Finances,
Topic,WB_718_PUBLIC_INVESTMENT_MANAGEMENT,Public Investment Management,
Topic,WB_720_TAX_AND_REVENUE_POLICY_AND_ADMINISTRATION,Tax and Revenue Policy and Administration,
Topic,WB_721_STATE_OWNED_ENTERPRISES,State Owned Enterprises,
Topic,WB_722_FISCAL_TRANSPARENCY,Fiscal Transparency,
Topic,WB_723_PUBLIC_ADMINISTRATION,Public Administration,
Topic,WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,Human Resources for Public Sector,
Topic,WB_725_ORGANIZATIONAL_MANAGEMENT_IN_GOVERNMENT,Organizational Management in Government,
Topic,WB_726_ADMINISTRATIVE_DECENTRALIZATION,Administrative Decentralization,
Topic,WB_727_PUBLIC_SECTOR_MONITORING_AND_EVALUATION,Public Sector Monitoring and Evaluation,
Topic,WB_728_PUBLIC_SERVICE_DELIVERY,Public Service Delivery,
Topic,WB_729_PERFORMANCE_MANAGEMENT_IN_GOVERNMENT,Performance Management in Government,
Topic,WB_730_PUBLIC_SECTOR_MANAGEMENT_INFORMATION_SYSTEMS,Public Sector Management Information Systems,
Topic,WB_732_COMMUNITY_DRIVEN_DEVELOPMENT,Community Driven Development,
Topic,WB_733_SOCIAL_ACCOUNTABILITY,Social Accountability,
Topic,WB_734_BUDGET_TRANSPARENCY,Budget Transparency,
Topic,WB_735_CIVIL_SOCIETY_OVERSIGHT,Civil Society Oversight,
Topic,WB_736_GRIEVANCE_REDRESS_MECHANISM,Grievance Redress Mechanism,
Topic,WB_737_LOCAL_GOVERNANCE,Local Governance,
Topic,WB_738_SOCIAL_COHESION,Social Cohesion,
Topic,WB_739_POLITICAL_VIOLENCE_AND_CIVIL_WAR,Political Violence and Civil War,
Topic,WB_740_FORCED_DISPLACEMENT,Forced Displacement,
Topic,WB_741_URBAN_CRIME_AND_VIOLENCE,Urban Crime and Violence,
Topic,WB_742_YOUTH_AND_GENDER-BASED_VIOLENCE,Youth and Gender-Based Violence,
Topic,WB_743_SOCIAL_INCLUSION_IN_CITIES,Social Inclusion in Cities,
